Job Title,Company Name,Job Location,Job Type,Experience Required,Posted Date,Application Deadline,Job Portal,Number of Applicants,Education Requirement,Skills Required,Remote/Onsite
Software Engineer - Data Science,Wipro,Bangalore,Part-time,5-10 years,1/15/2025,1/23/2025,Indeed,469,M.Tech,Digital Marketing,Onsite
Data Analyst/Engineer,Google,Chennai,Contract,0-2 years,1/20/2025,2/9/2025,Indeed,10,PhD,Digital Marketing,Remote
NGS Scientist,IBM,  Kolkata,Full-time,10+ years,12/29/2024,1/15/2025,Indeed,177,PhD,React,Remote
Data Engineer,HCL,Jaipur,Internship,0-2 years,1/17/2025,1/30/2025,Naukri.com,318,PhD,Java,Remote
Data Scientist,IBM,Kolkata,Contract,10+ years,1/2/2025,2/1/2025,Indeed,98,PhD,Machine Learning,Onsite
Senior Data Engineer,HCL,Mumbai,Contract,0-2 years,1/7/2025,1/25/2025,Indeed,438,B.Sc,UI/UX,Onsite
Senior Data Scientist,Google,Noida,Contract,0-2 years,1/15/2025,2/14/2025,Indeed,177,MBA,Python,Remote
Data Engineer,Wipro,Delhi,Contract,2-5 years,1/18/2025,2/2/2025,Naukri.com,182,MBA,Machine Learning,Remote
Business Intelligence Analyst,Microsoft,Kolkata,Contract,10+ years,1/18/2025,1/30/2025,LinkedIn,27,M.Tech,Digital Marketing,Hybrid
Sr. ML/Data Scientist - AI/NLP/Chatbot,IBM,Noida,Part-time,2-5 years,1/11/2025,1/19/2025,Naukri.com,163,MBA,Digital Marketing,Hybrid
Data Scientist,HCL,Ahmedabad,Contract,2-5 years,12/28/2024,1/6/2025,Indeed,408,MBA,SQL,Onsite
Data Scientist,Deloitte,Chennai,Full-time,10+ years,1/14/2025,1/28/2025,Naukri.com,86,B.Tech,Machine Learning,Onsite
Data Engineer,Google,Chennai,Part-time,5-10 years,12/25/2024,1/7/2025,Indeed,288,B.Tech,React,Remote
Sr. ML/Data Scientist - AI/NLP/Chatbot,IBM,Delhi,Internship,0-2 years,1/9/2025,1/31/2025,LinkedIn,179,M.Tech,Digital Marketing,Hybrid
Data Scientist,HCL,Noida,Contract,2-5 years,1/5/2025,1/24/2025,Naukri.com,299,MBA,Java,Onsite
Senior Data Engineer,Microsoft,Hyderabad,Contract,5-10 years,1/1/2025,1/9/2025,Indeed,253,M.Tech,SQL,Hybrid
Data Engineer,Amazon,Jaipur,Part-time,5-10 years,1/5/2025,1/13/2025,Naukri.com,290,B.Sc,SQL,Onsite
Data Scientist,Microsoft,Ahmedabad,Part-time,2-5 years,12/26/2024,1/21/2025,LinkedIn,348,PhD,SQL,Remote
Machine Learning Engineer,HCL,Pune,Full-time,0-2 years,12/29/2024,1/26/2025,Naukri.com,179,PhD,Java,Remote
Machine Learning Engineer,Google,Ahmedabad,Contract,5-10 years,1/8/2025,2/1/2025,LinkedIn,258,B.Tech,Excel,Hybrid
Senior Data Engineer,HCL,Hyderabad,Full-time,10+ years,1/5/2025,1/24/2025,Naukri.com,298,B.Tech,UI/UX,Remote
Data Scientist,Amazon,Mumbai,Part-time,2-5 years,1/8/2025,1/18/2025,Indeed,53,M.Tech,Java,Hybrid
Data Analyst,Deloitte,Chennai,Full-time,5-10 years,1/16/2025,1/26/2025,Naukri.com,167,M.Tech,UI/UX,Onsite
Data Engineer,Accenture,Hyderabad,Internship,2-5 years,1/8/2025,1/26/2025,Naukri.com,276,MBA,Java,Remote
Data Integration and Modeling Engineer,TCS,Chennai,Full-time,5-10 years,1/18/2025,2/10/2025,LinkedIn,174,MBA,Java,Remote
Tableau Data Engineer 20-0117,Accenture,Hyderabad,Internship,2-5 years,12/29/2024,1/23/2025,LinkedIn,280,M.Tech,Excel,Onsite
Senior Data Scientist,Deloitte,Kolkata,Part-time,0-2 years,12/26/2024,1/5/2025,Naukri.com,47,B.Tech,Excel,Remote
AI Data Scientist,Accenture,Noida,Part-time,10+ years,1/9/2025,1/23/2025,Naukri.com,298,B.Tech,C++,Remote
Machine Learning Engineer,TCS,Pune,Contract,0-2 years,12/23/2024,1/14/2025,Indeed,27,B.Sc,SQL,Hybrid
Research Scientist Patient Preferences (Remote),Accenture,Jaipur,Internship,5-10 years,1/7/2025,1/28/2025,Indeed,468,B.Sc,React,Remote
Data Scientist,Deloitte,Chennai,Part-time,5-10 years,1/13/2025,1/24/2025,Indeed,170,B.Tech,Python,Remote
Scientist - Biomarker and Flow Cytometry,HCL,Ahmedabad,Contract,10+ years,1/4/2025,1/16/2025,Naukri.com,49,M.Tech,Excel,Remote
Data Scientist,Accenture,Delhi,Part-time,10+ years,1/21/2025,2/17/2025,Naukri.com,265,MBA,Digital Marketing,Onsite
Analytics Manager,TCS,Noida,Part-time,0-2 years,1/14/2025,2/7/2025,Naukri.com,124,MBA,Digital Marketing,Remote
Data Scientist,Microsoft,Kolkata,Part-time,5-10 years,1/6/2025,1/29/2025,LinkedIn,493,M.Tech,UI/UX,Hybrid
Staff Scientist- Upstream PD,Microsoft,Bangalore,Full-time,5-10 years,1/8/2025,1/24/2025,Indeed,215,PhD,Machine Learning,Remote
Data Engineer,Deloitte,Mumbai,Full-time,0-2 years,12/26/2024,1/12/2025,Naukri.com,355,MBA,Python,Remote
Sr Scientist - Extractables & Leachables,Google,Bangalore,Contract,0-2 years,1/13/2025,1/24/2025,Indeed,318,B.Sc,SQL,Onsite
ELISA RESEARCH SCIENTIST (CV-15),Microsoft,Pune,Part-time,10+ years,12/31/2024,1/8/2025,LinkedIn,49,B.Tech,Excel,Onsite
Sr Data Scientist,Accenture,Chennai,Full-time,10+ years,1/11/2025,1/31/2025,Naukri.com,400,B.Sc,C++,Onsite
Data Scientist,Amazon,Hyderabad,Internship,10+ years,12/26/2024,1/15/2025,Naukri.com,42,M.Tech,Excel,Remote
Experienced Data Scientist,Google,Jaipur,Full-time,10+ years,12/31/2024,1/28/2025,Naukri.com,160,B.Tech,Excel,Onsite
Machine Learning Engineer,Wipro,Noida,Part-time,5-10 years,12/31/2024,1/25/2025,Naukri.com,276,PhD,Python,Remote
Data Scientist,Microsoft,Delhi,Contract,2-5 years,1/22/2025,2/9/2025,LinkedIn,33,PhD,Python,Hybrid
Data Scientist,Amazon,Delhi,Full-time,0-2 years,1/19/2025,2/8/2025,Indeed,128,B.Tech,Python,Onsite
Say Business Data Analyst,IBM,Noida,Part-time,10+ years,12/30/2024,1/10/2025,Naukri.com,344,B.Tech,C++,Remote
Geospatial Data Scientist,Infosys,Delhi,Part-time,5-10 years,1/15/2025,2/11/2025,Indeed,119,MBA,React,Onsite
Data Analyst,IBM,Bangalore,Internship,5-10 years,1/7/2025,2/6/2025,LinkedIn,63,PhD,React,Remote
Computational Scientist,Infosys,Pune,Internship,10+ years,12/23/2024,1/10/2025,LinkedIn,415,B.Sc,AWS,Onsite
Data Scientist,Wipro,Pune,Part-time,5-10 years,1/5/2025,1/26/2025,Naukri.com,468,B.Sc,Python,Hybrid
Senior Data Analyst,Wipro,Pune,Internship,10+ years,12/30/2024,1/29/2025,Indeed,426,PhD,UI/UX,Remote
Senior Data Analyst,HCL,Bangalore,Full-time,10+ years,12/30/2024,1/9/2025,Indeed,66,B.Tech,UI/UX,Onsite
Data Engineer,Deloitte,Kolkata,Part-time,10+ years,1/17/2025,2/11/2025,Indeed,175,PhD,AWS,Remote
Sr Data Analyst,Infosys,Ahmedabad,Full-time,5-10 years,1/8/2025,1/26/2025,Indeed,494,B.Tech,SQL,Onsite
Data Scientist,Deloitte,Delhi,Internship,2-5 years,12/28/2024,1/4/2025,Naukri.com,216,B.Tech,SQL,Hybrid
"Machine Learning Scientist - Bay Area, CA",Deloitte,Noida,Contract,5-10 years,12/28/2024,1/11/2025,Naukri.com,413,M.Tech,Machine Learning,Onsite
Data Scientist,Wipro,Jaipur,Contract,0-2 years,12/28/2024,1/26/2025,LinkedIn,227,B.Sc,Machine Learning,Onsite
Senior Data Scientist - Algorithms,Accenture,Mumbai,Part-time,2-5 years,12/25/2024,1/13/2025,Naukri.com,47,B.Sc,C++,Onsite
Data Analyst,HCL,Mumbai,Internship,0-2 years,1/5/2025,1/29/2025,Naukri.com,144,M.Tech,Digital Marketing,Hybrid
Senior Data & Machine Learning Scientist,Infosys,Delhi,Contract,10+ years,1/11/2025,2/1/2025,Indeed,389,MBA,C++,Hybrid
Data Engineer,Accenture,Delhi,Contract,10+ years,1/15/2025,1/22/2025,Naukri.com,334,M.Tech,UI/UX,Onsite
"Data Scientist - Statistics, Early Career",IBM,Pune,Internship,5-10 years,1/21/2025,2/16/2025,Indeed,95,B.Sc,Java,Onsite
Data Scientist,Infosys,Kolkata,Contract,5-10 years,1/21/2025,2/6/2025,Naukri.com,90,B.Tech,React,Hybrid
Machine Learning Engineer,IBM,Bangalore,Contract,2-5 years,1/18/2025,2/1/2025,Naukri.com,267,B.Tech,Digital Marketing,Hybrid
Research Scientist - Patient-Centered Research (Remote),Amazon,Hyderabad,Contract,10+ years,12/26/2024,1/21/2025,Naukri.com,158,B.Sc,Excel,Remote
Jr. Business Data Analyst (position added 6/12/2020),Google,Delhi,Internship,10+ years,1/4/2025,1/15/2025,LinkedIn,13,B.Tech,AWS,Onsite
Sr. Data Scientist II,Google,Chennai,Full-time,2-5 years,12/31/2024,1/25/2025,LinkedIn,329,B.Sc,Java,Remote
Data Scientist,Google,Noida,Contract,5-10 years,1/22/2025,2/10/2025,Indeed,406,MBA,AWS,Remote
Senior Data Analyst,Infosys,Chennai,Internship,10+ years,1/1/2025,1/21/2025,Indeed,253,MBA,SQL,Onsite
Lead Data Scientist,HCL,Hyderabad,Contract,5-10 years,1/8/2025,1/21/2025,Naukri.com,449,MBA,AWS,Hybrid
Production Engineer - Statistics/Data Analysis,Deloitte,Bangalore,Full-time,5-10 years,1/16/2025,2/14/2025,Indeed,74,B.Tech,Java,Remote
Statistical Scientist,Microsoft,Noida,Internship,10+ years,1/19/2025,2/8/2025,Naukri.com,245,MBA,SQL,Remote
Computational Behavioral Scientist,Microsoft,Pune,Part-time,5-10 years,1/6/2025,1/20/2025,LinkedIn,119,B.Sc,Java,Hybrid
Principal Data Scientist - Machine Learning,Amazon,Ahmedabad,Contract,5-10 years,1/17/2025,1/28/2025,Indeed,160,MBA,React,Hybrid
Principal Machine Learning Scientist,IBM,Ahmedabad,Full-time,0-2 years,12/25/2024,1/3/2025,Indeed,413,B.Tech,Python,Remote
Data Engineer,TCS,Chennai,Contract,10+ years,1/14/2025,1/25/2025,Indeed,326,M.Tech,Digital Marketing,Onsite
Principal Data Scientist,Accenture,Noida,Contract,10+ years,1/6/2025,1/26/2025,LinkedIn,477,M.Tech,React,Remote
Data Scientist,IBM,Bangalore,Full-time,5-10 years,12/24/2024,1/6/2025,LinkedIn,302,B.Tech,UI/UX,Onsite
Senior Data Scientist - R&D Oncology,Accenture,Mumbai,Contract,0-2 years,1/20/2025,2/5/2025,Naukri.com,486,B.Sc,Excel,Remote
Data Scientist,Deloitte,Kolkata,Full-time,0-2 years,12/30/2024,1/25/2025,Indeed,409,B.Tech,SQL,Onsite
"Health Plan Data Analyst, Sr",Infosys,Delhi,Full-time,10+ years,1/15/2025,2/7/2025,Indeed,183,B.Sc,Machine Learning,Remote
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",Wipro,Ahmedabad,Contract,5-10 years,1/2/2025,1/13/2025,Naukri.com,64,B.Tech,React,Remote
Analytics - Business Assurance Data Analyst,Deloitte,Delhi,Internship,5-10 years,1/11/2025,1/28/2025,Indeed,163,MBA,Java,Hybrid
Data Scientist - Contract,TCS,Chennai,Part-time,5-10 years,1/12/2025,1/21/2025,Indeed,217,B.Tech,Java,Hybrid
Data Scientist,Deloitte,Kolkata,Contract,2-5 years,12/25/2024,1/17/2025,LinkedIn,18,M.Tech,Python,Onsite
Data Scientist,Deloitte,Pune,Internship,0-2 years,1/17/2025,1/27/2025,Naukri.com,494,PhD,SQL,Onsite
Machine Learning Engineer,TCS,Chennai,Part-time,2-5 years,1/5/2025,1/12/2025,Indeed,241,PhD,UI/UX,Hybrid
Data Engineer,Infosys,Noida,Part-time,10+ years,1/15/2025,2/7/2025,Indeed,30,PhD,Machine Learning,Remote
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",Wipro,Pune,Part-time,10+ years,1/17/2025,1/27/2025,Indeed,180,B.Tech,React,Hybrid
Data Engineer,TCS,Hyderabad,Contract,2-5 years,1/22/2025,1/29/2025,Indeed,189,PhD,Machine Learning,Remote
Data Science Instructor,Google,Jaipur,Contract,2-5 years,12/31/2024,1/29/2025,Naukri.com,80,B.Sc,Java,Hybrid
Senior Business Intelligence Analyst,Wipro,Jaipur,Part-time,5-10 years,1/7/2025,2/1/2025,Indeed,60,B.Sc,SQL,Onsite
In-Line Inspection Data Analyst,Amazon,Ahmedabad,Contract,5-10 years,1/19/2025,2/2/2025,LinkedIn,133,PhD,SQL,Onsite
Data Scientist - TS/SCI FSP or CI Required,HCL,Mumbai,Internship,5-10 years,1/1/2025,1/20/2025,Naukri.com,371,MBA,C++,Hybrid
Data Scientist,Wipro,Bangalore,Contract,2-5 years,1/9/2025,1/29/2025,Naukri.com,138,M.Tech,SQL,Remote
Senior Data Scientist,HCL,Hyderabad,Internship,5-10 years,12/26/2024,1/23/2025,LinkedIn,188,PhD,Python,Hybrid
Data Scientist - TS/SCI Required,Microsoft,Jaipur,Contract,0-2 years,1/2/2025,1/25/2025,LinkedIn,360,MBA,C++,Hybrid
Data Science Software Engineer,TCS,Mumbai,Internship,0-2 years,12/30/2024,1/11/2025,Naukri.com,220,MBA,AWS,Onsite
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,Wipro,Chennai,Full-time,2-5 years,12/31/2024,1/29/2025,Naukri.com,202,MBA,Machine Learning,Onsite
AI Ops Data Scientist,Google,Pune,Part-time,2-5 years,1/17/2025,2/12/2025,Naukri.com,225,PhD,Java,Hybrid
"Intelligence Data Analyst, Senior",Infosys,Hyderabad,Internship,5-10 years,1/18/2025,2/2/2025,Naukri.com,386,B.Tech,Python,Hybrid
Analytics Manager - Data Mart,Amazon,Pune,Part-time,10+ years,1/13/2025,1/30/2025,Naukri.com,377,M.Tech,Python,Remote
Data Modeler (Analytical Systems),IBM,Pune,Part-time,10+ years,1/13/2025,1/31/2025,Indeed,76,B.Sc,React,Onsite
"Senior Machine Learning Scientist - Bay Area, CA",Google,Hyderabad,Full-time,5-10 years,12/24/2024,1/10/2025,LinkedIn,212,M.Tech,React,Remote
Report Writer-Data Analyst,TCS,Chennai,Full-time,10+ years,12/25/2024,1/16/2025,Naukri.com,282,M.Tech,C++,Hybrid
Data Scientist/Machine Learning,Infosys,Pune,Contract,0-2 years,1/19/2025,2/12/2025,Indeed,305,M.Tech,Java,Remote
Data Scientist - Risk,Accenture,Hyderabad,Contract,0-2 years,1/21/2025,2/6/2025,Naukri.com,59,B.Tech,Python,Hybrid
Data Engineer,TCS,Delhi,Contract,2-5 years,12/27/2024,1/8/2025,LinkedIn,470,PhD,Java,Hybrid
Staff Data Scientist - Pricing,Google,Chennai,Part-time,2-5 years,1/22/2025,2/5/2025,LinkedIn,238,PhD,Machine Learning,Remote
Data Scientist,TCS,Chennai,Contract,10+ years,1/16/2025,2/4/2025,Naukri.com,453,PhD,Digital Marketing,Hybrid
Data Scientist,Wipro,Pune,Internship,5-10 years,1/14/2025,2/2/2025,LinkedIn,16,PhD,AWS,Onsite
Data Scientist,Microsoft,Jaipur,Contract,10+ years,12/23/2024,1/5/2025,Indeed,165,B.Sc,Excel,Remote
Machine Learning Engineer,Accenture,Kolkata,Part-time,10+ years,12/28/2024,1/22/2025,Indeed,199,MBA,AWS,Remote
Equity Data Insights Analyst - Quantitative Analyst,Amazon,Chennai,Full-time,0-2 years,12/25/2024,1/15/2025,Naukri.com,75,PhD,Digital Marketing,Remote
Data Scientist,HCL,Bangalore,Part-time,0-2 years,1/7/2025,1/25/2025,Naukri.com,211,B.Sc,SQL,Hybrid
Research Scientist - Patient-Centered Research (Remote),IBM,Pune,Internship,2-5 years,1/9/2025,2/3/2025,LinkedIn,275,MBA,Machine Learning,Onsite
Data Scientist,Google,Noida,Contract,10+ years,1/8/2025,2/2/2025,Naukri.com,86,B.Tech,Excel,Remote
Operations Data Analyst,Accenture,Mumbai,Full-time,2-5 years,1/17/2025,2/16/2025,LinkedIn,392,PhD,Digital Marketing,Hybrid
Sr. Data Scientist II,Microsoft,Bangalore,Part-time,10+ years,1/13/2025,1/23/2025,LinkedIn,77,PhD,AWS,Remote
Data Scientist,TCS,Ahmedabad,Part-time,5-10 years,1/10/2025,1/28/2025,LinkedIn,376,M.Tech,Python,Onsite
Data Scientist,Microsoft,Pune,Internship,2-5 years,12/26/2024,1/7/2025,Naukri.com,283,M.Tech,React,Onsite
Data Scientist,TCS,Kolkata,Contract,10+ years,1/12/2025,2/7/2025,LinkedIn,109,B.Sc,Digital Marketing,Onsite
Senior Data Analyst,Deloitte,Chennai,Full-time,2-5 years,1/16/2025,2/1/2025,Naukri.com,93,MBA,Digital Marketing,Hybrid
Data Scientist,Deloitte,Chennai,Internship,2-5 years,1/19/2025,1/26/2025,Naukri.com,85,PhD,Excel,Onsite
Data Scientist,Accenture,Bangalore,Full-time,0-2 years,12/28/2024,1/26/2025,Indeed,170,B.Tech,Digital Marketing,Onsite
Senior Research Statistician- Data Scientist,TCS,Noida,Internship,5-10 years,1/4/2025,1/20/2025,Indeed,372,B.Tech,Java,Hybrid
Software Data Engineer,Amazon,Bangalore,Internship,2-5 years,1/9/2025,2/4/2025,Naukri.com,261,PhD,Python,Hybrid
Data Scientist,TCS,Bangalore,Part-time,2-5 years,1/21/2025,2/6/2025,LinkedIn,66,M.Tech,Digital Marketing,Remote
Real World Evidence (RWE) Scientist,Wipro,Kolkata,Full-time,0-2 years,1/6/2025,1/30/2025,LinkedIn,283,M.Tech,Machine Learning,Remote
Data Scientist,IBM,Hyderabad,Full-time,10+ years,12/25/2024,1/19/2025,Naukri.com,427,B.Sc,Digital Marketing,Hybrid
Data Scientist,Amazon,Mumbai,Full-time,10+ years,1/16/2025,1/27/2025,LinkedIn,302,M.Tech,React,Hybrid
Data Scientist,Amazon,Ahmedabad,Full-time,2-5 years,1/1/2025,1/16/2025,Indeed,16,M.Tech,Java,Hybrid
Data Scientist,Google,Noida,Internship,10+ years,12/27/2024,1/13/2025,Indeed,223,B.Sc,Machine Learning,Onsite
Computer Scientist 1,Amazon,Ahmedabad,Internship,5-10 years,12/31/2024,1/7/2025,LinkedIn,273,B.Tech,UI/UX,Remote
Lead Data Scientist,Microsoft,Ahmedabad,Internship,0-2 years,1/8/2025,2/1/2025,Indeed,104,B.Tech,SQL,Hybrid
Data Scientist,TCS,Ahmedabad,Full-time,0-2 years,12/30/2024,1/26/2025,LinkedIn,20,MBA,React,Remote
Data Scientist,Microsoft,Pune,Full-time,0-2 years,1/10/2025,1/27/2025,Indeed,247,MBA,AWS,Onsite
Data Scientist,Microsoft,Chennai,Contract,10+ years,12/30/2024,1/29/2025,Indeed,280,B.Sc,Python,Onsite
